time,cont_state_fl,cont_state_fr,cont_state_rl,cont_state_rr,ref_body_pos_x,ref_body_pos_y,ref_body_pos_z,ref_body_lin_vel_x,ref_body_lin_vel_y,ref_body_lin_vel_z,ref_body_euler_r,ref_body_euler_p,ref_body_euler_y,ref_body_euler_dr,ref_body_euler_dp,ref_body_euler_dy,ref_foot_fl_pos_x,ref_foot_fl_pos_y,ref_foot_fl_pos_z,ref_foot_fr_pos_x,ref_foot_fr_pos_y,ref_foot_fr_pos_z,ref_foot_rl_pos_x,ref_foot_rl_pos_y,ref_foot_rl_pos_z,ref_foot_rr_pos_x,ref_foot_rr_pos_y,ref_foot_rr_pos_z,ref_foot_fl_lin_vel_x,ref_foot_fl_lin_vel_y,ref_foot_fl_lin_vel_z,ref_foot_fr_lin_vel_x,ref_foot_fr_lin_vel_y,ref_foot_fr_lin_vel_z,ref_foot_rl_lin_vel_x,ref_foot_rl_lin_vel_y,ref_foot_rl_lin_vel_z,ref_foot_rr_lin_vel_x,ref_foot_rr_lin_vel_y,ref_foot_rr_lin_vel_z,ref_foot_fl_frc_x,ref_foot_fl_frc_y,ref_foot_fl_frc_z,ref_foot_fr_frc_x,ref_foot_fr_frc_y,ref_foot_fr_frc_z,ref_foot_rl_frc_x,ref_foot_rl_frc_y,ref_foot_rl_frc_z,ref_foot_rr_frc_x,ref_foot_rr_frc_y,ref_foot_rr_frc_z,ref_gripper_pos_x,ref_gripper_pos_y,ref_gripper_pos_z,ref_gripper_lin_vel_x,ref_gripper_lin_vel_y,ref_gripper_lin_vel_z,ref_gripper_euler_r,ref_gripper_euler_p,ref_gripper_euler_y,ref_gripper_euler_dr,ref_gripper_euler_dp,ref_gripper_euler_dy,ref_gripper_frc_x,ref_gripper_frc_y,ref_gripper_frc_z,wbc_jnt_trq_fl_hip,wbc_jnt_trq_fl_upper,wbc_jnt_trq_fl_lower,wbc_jnt_trq_fr_hip,wbc_jnt_trq_fr_upper,wbc_jnt_trq_fr_lower,wbc_jnt_trq_rl_hip,wbc_jnt_trq_rl_upper,wbc_jnt_trq_rl_lower,wbc_jnt_trq_rr_hip,wbc_jnt_trq_rr_upper,wbc_jnt_trq_rr_lower,wbc_jnt_trq_waist,wbc_jnt_trq_shoulder,wbc_jnt_trq_elbow,wbc_jnt_trq_wrist_angle,wbc_jnt_trq_wrist_rotate,wbc_jnt_trq_wrist2,wbc_foot_frc_fl_x,wbc_foot_frc_fl_y,wbc_foot_frc_fl_z,wbc_foot_frc_fr_x,wbc_foot_frc_fr_y,wbc_foot_frc_fr_z,wbc_foot_frc_rl_x,wbc_foot_frc_rl_y,wbc_foot_frc_rl_z,wbc_foot_frc_rr_x,wbc_foot_frc_rr_y,wbc_foot_frc_rr_z,sim_base_pos_x,sim_base_pos_y,sim_base_pos_z,sim_base_lin_vel_x,sim_base_lin_vel_y,sim_base_lin_vel_z,sim_base_euler_r,sim_base_euler_p,sim_base_euler_y,sim_base_euler_dr,sim_base_euler_dp,sim_base_euler_dy,sim_foot_fl_pos_x,sim_foot_fl_pos_y,sim_foot_fl_pos_z,sim_foot_fr_pos_x,sim_foot_fr_pos_y,sim_foot_fr_pos_z,sim_foot_rl_pos_x,sim_foot_rl_pos_y,sim_foot_rl_pos_z,sim_foot_rr_pos_x,sim_foot_rr_pos_y,sim_foot_rr_pos_z,sim_foot_fl_lin_vel_x,sim_foot_fl_lin_vel_y,sim_foot_fl_lin_vel_z,sim_foot_fr_lin_vel_x,sim_foot_fr_lin_vel_y,sim_foot_fr_lin_vel_z,sim_foot_rl_lin_vel_x,sim_foot_rl_lin_vel_y,sim_foot_rl_lin_vel_z,sim_foot_rr_lin_vel_x,sim_foot_rr_lin_vel_y,sim_foot_rr_lin_vel_z,sim_foot_fl_frc_z,sim_foot_fr_frc_z,sim_foot_rl_frc_z,sim_foot_rr_frc_z,sim_gripper_pos_x,sim_gripper_pos_y,sim_gripper_pos_z,sim_gripper_lin_vel_x,sim_gripper_lin_vel_y,sim_gripper_lin_vel_z,sim_gripper_euler_r,sim_gripper_euler_p,sim_gripper_euler_y,sim_gripper_euler_dr,sim_gripper_euler_dp,sim_gripper_euler_dy
0.018000000000000002,1,1,1,1,0.0,0.0,0.3,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3445309085218975,-0.15064777978927585,40.649795100000034,-6.140314466043511,-0.15064531607028955,40.6497951,-6.344530908511654,-0.36748219005370286,40.64979510000003,-6.1403144660602695,-0.36749090651592936,40.64979510000003,0.4626999999999999,0.0,0.6304000000000001,-5.551115123125783e-14,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008397508450228549,-1.5637926839188037e-06,0.694763073525868,0.37857402973915205,-0.0007618116960722219,-0.4679459489074883,0.0017639526536561974,-0.02375451224864067,2.9939002169304435e-05,-0.10847788665574722,-1.4432873948838496,0.0009982557302351874,0.15965462954807969,-0.0007958654999977165,1.0269395511745705,0.15965462954807969,-0.0007958654999977165,1.0269395511745705,0.15965462954807969,-0.0007958654999977165,1.0269395511745705,0.15965462954807969,-0.0007958654999977165,1.0269395511745705,4.281798835084068,-8.669167563650138,1.0804394445321115,4.281798835084068,-8.669167563650138,1.0804394445321115,4.281798835084068,-8.669167563650138,1.0804394445321115,4.281798835084068,-8.669167563650138,1.0804394445321115,0.0,0.0,0.0,0.0,0.15965462954807969,-0.0007958654999977165,1.0269395511745705,4.281798835084068,-8.669167563650138,1.0804394445321115,0.07956217650123754,-0.20439366333836473,-0.004657903876236401,-24.45376352456163,-11.82620798607772,9.543434645575122
0.038,1,1,1,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.605245832851222,0.11988167836920444,40.64979510000004,-4.902434302029386,0.11988512940798879,40.649795099999984,-5.605245833206401,-0.6637533422525875,40.649795100000034,-4.90243430199557,-0.6636841228075339,40.64979510000004,0.4627,4.336808689942018e-19,0.6304000000000001,0.0,2.1684043449710089e-16,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013480396790945422,2.4583250245627353e-05,0.6826496960661336,0.11485432465539577,-0.00274109205092577,-0.7047276584116898,0.0030708043874540856,-0.04763066344085942,-0.00016602907532933114,-0.20730754768680565,-0.9466605398846056,0.0028906520856244906,0.1701869492213547,-0.0015411407144248533,1.0878284293603535,0.1701869492213547,-0.0015411407144248533,1.0878284293603535,0.1701869492213547,-0.0015411407144248533,1.0878284293603535,0.1701869492213547,-0.0015411407144248533,1.0878284293603535,4.691028656030529,-10.10196825228274,2.1253781807712993,4.691028656030529,-10.10196825228274,2.1253781807712993,4.691028656030529,-10.10196825228274,2.1253781807712993,4.691028656030529,-10.10196825228274,2.1253781807712993,0.0,0.0,0.0,0.0,0.1701869492213547,-0.0015411407144248533,1.0878284293603535,4.691028656030529,-10.10196825228274,2.1253781807712993,0.08169613953860722,-0.32424721630545217,-0.005625602849830852,-24.539159825897933,-8.936722803782878,9.340225337359591
0.058,1,1,1,1,0.0,0.0,0.3,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1039877581822735,0.12702392012694266,40.649795100000034,-4.387088147237252,0.12703302296911143,40.6497951,-5.103987758382059,-0.7255753096879368,40.64979510000006,-4.3870881471985905,-0.7254286457482031,40.64979510000007,0.4627,-4.336808689942018e-19,0.6304000000000001,0.0,-4.3368086899420177e-16,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014337269393400538,4.497233573685328e-05,0.6673665300203088,-0.0789363356284667,-0.005178325865371373,-0.805110959386699,0.0035593409056224037,-0.06317326428894576,-0.000330913869176121,-0.29190902477455194,-0.6933138168762153,0.012420353023592137,0.20223318614739377,-0.002181068099085312,1.1562760940573906,0.20223318614739377,-0.002181068099085312,1.1562760940573906,0.20223318614739377,-0.002181068099085312,1.1562760940573906,0.20223318614739377,-0.002181068099085312,1.1562760940573906,6.008281344336206,-11.979328791099766,1.768418535968518,6.008281344336206,-11.979328791099766,1.768418535968518,6.008281344336206,-11.979328791099766,1.768418535968518,6.008281344336206,-11.979328791099766,1.768418535968518,0.0,0.0,0.0,0.0,0.20223318614739377,-0.002181068099085312,1.1562760940573906,6.008281344336206,-11.979328791099766,1.768418535968518,0.08262292902600649,-0.40667866604614744,-0.006349347710229762,-24.691304042895652,-7.5256817400486336,9.68371333823779
0.078,1,1,1,1,0.0,0.0,0.30000000000000004,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.875781796694999,0.0791278024382907,40.64979510000004,-5.241218467581117,0.07913622564927443,40.6497951,-5.87578179680436,-0.6471344408582269,40.649795100000055,-5.241218467520519,-0.6469501315719001,40.64979510000006,0.4627,0.0,0.6304000000000001,0.0,0.0,-2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012582988774610336,6.187770273689047e-05,0.6501702459178037,-0.19479720020476265,-0.006216588177838036,-0.8953193468405777,0.0037279751706955806,-0.07734834773667987,-0.00043883585139386,-0.28263142903699773,-0.7435323020231113,0.01467715612162963,0.25881113455553967,-0.0026567445042155347,1.2060931399673587,0.25881113455553967,-0.0026567445042155347,1.2060931399673587,0.25881113455553967,-0.0026567445042155347,1.2060931399673587,0.25881113455553967,-0.0026567445042155347,1.2060931399673587,7.335447215998103,-13.760892657138935,0.06586380557339146,7.335447215998103,-13.760892657138935,0.06586380557339146,7.335447215998103,-13.760892657138935,0.06586380557339146,7.335447215998103,-13.760892657138935,0.06586380557339146,0.0,0.0,0.0,0.0,0.25881113455553967,-0.0026567445042155347,1.2060931399673587,7.335447215998103,-13.760892657138935,0.06586380557339146,0.08216649431442788,-0.4685257169070376,-0.005549125271743713,-25.042552462036255,-6.992641955289116,10.610275837550446
0.098,1,1,1,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.082179960461367,-0.12058272248894802,40.649795100000034,-7.117291992818251,-0.12059732546342128,40.649795100000006,-7.082179960364878,-0.08346765390175474,40.64979510000006,-7.1172919929389185,-0.08343769661059014,40.64979510000006,0.4627,0.0,0.6304000000000001,0.0,2.1684043449710089e-16,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009549061734757622,7.58089370903793e-05,0.6306743834209989,-0.2596548680404403,-0.004966257259957398,-1.013044721571256,0.0038721436403994208,-0.09403067934409659,-0.000546869620870091,-0.07713344529692927,-0.8903924446160111,0.0011140807817856414,0.332248340799858,-0.0029615649150004997,1.2238823736993447,0.332248340799858,-0.0029615649150004997,1.2238823736993447,0.332248340799858,-0.0029615649150004997,1.2238823736993447,0.332248340799858,-0.0029615649150004997,1.2238823736993447,7.227925923261972,-14.877734550789182,-1.8135725445408302,7.227925923261972,-14.877734550789182,-1.8135725445408302,7.227925923261972,-14.877734550789182,-1.8135725445408302,7.227925923261972,-14.877734550789182,-1.8135725445408302,0.0,0.0,0.0,0.0,0.332248340799858,-0.0029615649150004997,1.2238823736993447,7.227925923261972,-14.877734550789182,-1.8135725445408302,0.08089778989304271,-0.5199029752397226,-0.004060673293051376,-25.435327136384814,-5.231215108878514,11.635838706505421
0.11800000000000001,1,1,1,1,0.0,0.0,0.3,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.745907688425761,-0.3534159266105349,40.64979510000003,-8.563544538460649,-0.35348451978369383,40.64979510000002,-7.745907688527273,0.47653134010739484,40.64979510000006,-8.563544538598013,0.47630552103611,40.64979510000006,0.4627,0.0,0.6304000000000001,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006390588447246939,8.382675067123744e-05,0.6085311990690265,-0.2761669934295883,-0.0038783660881573957,-1.147809544985341,0.003863287372469401,-0.11216440617970669,-0.0006701464850729822,0.08934024185427,-0.8939759202638008,-0.014814390219128766,0.4073229447039646,-0.002983336043472,1.2042725856524197,0.4073229447039646,-0.002983336043472,1.2042725856524197,0.4073229447039646,-0.002983336043472,1.2042725856524197,0.4073229447039646,-0.002983336043472,1.2042725856524197,4.990123140128769,-14.78647599649151,-2.8852722274707348,4.990123140128769,-14.78647599649151,-2.8852722274707348,4.990123140128769,-14.78647599649151,-2.8852722274707348,4.990123140128769,-14.78647599649151,-2.8852722274707348,0.0,0.0,0.0,0.0,0.4073229447039646,-0.002983336043472,1.2042725856524197,4.990123140128769,-14.78647599649151,-2.8852722274707348,0.08019999779633608,-0.5200710144513068,-0.003085921828069778,-25.351992091621657,-2.0203637351948043,11.622577741659713
0.138,1,1,1,1,0.0,0.0,0.3,0.0,0.0,-2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.951531203676728,-0.43002509490113927,40.649795100000034,-8.983511936903517,-0.4301385432315936,40.64979510000001,-7.951531203704783,0.6283117579434325,40.64979510000006,-8.983511936903017,0.6279817955030146,40.64979510000006,0.4627,0.0,0.6304000000000001,0.0,0.0,2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003860633136211501,8.116990414489034e-05,0.583408431970222,-0.2811993312738028,-0.004334732195353196,-1.3066714303055205,0.003763978128516682,-0.12955123064215113,-0.0007891123836369258,0.12184011601551278,-0.8329343008269334,-0.01872820699655158,0.46822022662016244,-0.002668857887531881,1.1505142510720787,0.46822022662016244,-0.002668857887531881,1.1505142510720787,0.46822022662016244,-0.002668857887531881,1.1505142510720787,0.46822022662016244,-0.002668857887531881,1.1505142510720787,2.1785759320997644,-14.316464848039441,-3.019187431669777,2.1785759320997644,-14.316464848039441,-3.019187431669777,2.1785759320997644,-14.316464848039441,-3.019187431669777,2.1785759320997644,-14.316464848039441,-3.019187431669777,0.0,0.0,0.0,0.0,0.46822022662016244,-0.002668857887531881,1.1505142510720787,2.1785759320997644,-14.316464848039441,-3.019187431669777,0.07967610751941825,-0.45650436298971875,-0.0013954768685579613,-25.105753709442975,1.36184923329874,10.99760400087651
0.158,1,1,1,1,0.0,0.0,0.29999999999999993,0.0,0.0,-2.7755575615628914e-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.24262134052058,-0.4709079072329736,40.649795100000034,-9.353591828792805,-0.4710621735000349,40.64979510000002,-8.242621340571851,0.6868684825414125,40.64979510000006,-9.353591828637532,0.6864855369881256,40.64979510000006,0.4627,0.0,0.6304000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002018611671671463,7.441462579148955e-05,0.5548329484696127,-0.2973701096823763,-0.004831082940174446,-1.4867262911322943,0.0036663935694894925,-0.14519673866177252,-0.0008920323642949374,0.1280277778408482,-0.7279973691457047,-0.020695253385822673,0.5126202642595201,-0.00227878856584093,1.0753514203703922,0.5126202642595201,-0.00227878856584093,1.0753514203703922,0.5126202642595201,-0.00227878856584093,1.0753514203703922,0.5126202642595201,-0.00227878856584093,1.0753514203703922,0.30081580773135025,-14.386003509390212,-2.5921526437492863,0.30081580773135025,-14.386003509390212,-2.5921526437492863,0.30081580773135025,-14.386003509390212,-2.5921526437492863,0.30081580773135025,-14.386003509390212,-2.5921526437492863,0.0,0.0,0.0,0.0,0.5126202642595201,-0.00227878856584093,1.0753514203703922,0.30081580773135025,-14.386003509390212,-2.5921526437492863,0.07921391709670017,-0.33256881947458217,0.0007464925284990792,-24.917840198960683,3.599385090178126,10.56309295261431
0.178,1,1,1,1,0.0,0.0,0.29999999999999993,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.06368531190626,-0.4967224529098034,40.64979509999923,-8.22245038703464,-0.4969101347326351,40.64979509999921,-7.063685312112213,0.7337739341698626,49.142048715377534,-8.222450386970133,0.733349134675713,49.23235047001653,0.4627,0.0,0.6304000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007275053021286518,6.743553993600324e-05,0.5224634307500892,-0.3233084599925571,-0.005280629663235168,-1.678661256363244,0.0035822944478774332,-0.15834978207096695,-0.000977042355211405,0.12919159445713513,-0.5934329551015575,-0.022214269181760685,0.5422387852820674,-0.0019087433676606897,0.9926024920916141,0.5422387852820674,-0.0019087433676606897,0.9926024920916141,0.5422387852820674,-0.0019087433676606897,0.9926024920916141,0.5422387852820674,-0.0019087433676606897,0.9926024920916141,-0.2571136495322315,-14.682940144116778,-2.5868525268291864,-0.2571136495322315,-14.682940144116778,-2.5868525268291864,-0.2571136495322315,-14.682940144116778,-2.5868525268291864,-0.2571136495322315,-14.682940144116778,-2.5868525268291864,0.0,0.0,0.0,0.0,0.5422387852820674,-0.0019087433676606897,0.9926024920916141,-0.2571136495322315,-14.682940144116778,-2.5868525268291864,0.07918066433686112,-0.1889105045056949,0.002745680098155859,-24.786446132746917,3.6987188405170643,10.380308147392977
0.198,1,1,1,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.3285,0.19164302,-0.39999999999999997,0.3285,-0.19164302,-0.39999999999999997,-0.3285,0.19164302,-0.39999999999999997,-0.3285,-0.19164302,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1351960528023501,-0.521188200366965,68.79850645922684,-0.013275933255644495,-0.5214445363481887,68.89161673471425,1.1351960529459366,0.7848313434168148,123.74385297404119,-0.013275933338041949,0.7843068524996151,123.83061989147208,0.4627,0.0,0.6304000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014018402794579527,6.0452501864909077e-05,0.48609764434680713,-0.3554687615682186,-0.006222127165050873,-1.8779925178162138,0.0034972726582119347,-0.16872989749955547,-0.0010368307190465754,0.12491811498280597,-0.45542685842301855,-0.019036630388405622,0.5597579137519241,-0.0015993207449687102,0.9116370920897162,0.5597579137519241,-0.0015993207449687102,0.9116370920897162,0.5597579137519241,-0.0015993207449687102,0.9116370920897162,0.5597579137519241,-0.0015993207449687102,0.9116370920897162,0.2346286420489051,-14.774321129294139,-3.4140913180819648,0.2346286420489051,-14.774321129294139,-3.4140913180819648,0.2346286420489051,-14.774321129294139,-3.4140913180819648,0.2346286420489051,-14.774321129294139,-3.4140913180819648,0.0,0.0,127.24693700082537,125.81502258244255,0.5597579137519241,-0.0015993207449687102,0.9116370920897162,0.2346286420489051,-14.774321129294139,-3.4140913180819648,0.07941791071377506,-0.07359922510770289,0.004446580634786007,-24.71868841350778,1.6306544065437305,10.400683484542792
